Tweet,Sentiment
Tbh! I don't think Manchester United would love to lure him again because of his age and he's too prone to injury. https://t.co/VbM9EGPSt6,positive
"The Chicago Cubs Heroes of Wrigley presents Baseball's Sad Lexicon"" - National Football League News - https://t.co/vMxF9HsHDm",neutral
Amerislamunderway Cristiano Ronaldo: Juventus forward charged by Uefa over celebration https://t.co/CGHAvUaoAb https://t.co/t5WchphAW1,neutral
Paul Scholes quits as Oldham manager after 31 days in charge https://t.co/V4vdlaorem via @IndianExpress https://t.co/Rxw1QLLoxq,neutral
"BREAKING: Birmingham and Aston Villa have been fined 5,000 after both clubs accepted a charge of failing to ensure https://t.co/ShmNYgepkE",neutral
FA announce Wembley tribute to Christchurch mosque victims | FootballNews https://t.co/qbacBWqvmN https://t.co/cdgRSeRVpf,neutral
Read Across America Week just before Spring Break was AMAZING!  From Green Eggs and Ham in class to Wacky Wednesday https://t.co/reHA2j61dK,positive
"As I said. Stunning tribute, as always.  Lowe never disappoints. https://t.co/pHGaNjWZym",positive
"The #Badgers are losing inside linebackers T.J. Edwards + Ryan Connelly, arguably their two best defensive players https://t.co/bLb58ESCNP",neutral
"#Smiles: St. Stephens, Lander, and Riverton football stars receive scholar-athletes of the year awards https://t.co/2QPD5burfi #county10",neutral
Best conference in football too  https://t.co/fDTFXIwpvp,neutral
"@Killerkoala1223 1. Minnesota Vikings
2. Pittsburgh Steelers 
3. LSU Football
4. Minnesota Twins
5. New York Yankee https://t.co/wD94KMkv00",neutral
New #BCFootball commit Andre Hines spoke with @tyler_calvaruso about his visit yesterday. Learn more about that and https://t.co/P9iuVv1K4i,neutral
@FormallyRicky @Simmo198137 @LoveTheShirt on the official site thomas cook tickets will be for sale with hotel pack https://t.co/JLw6PIgVAi,neutral
@_Jr98_ @Maharetina @schroedingereqn @aishsiraj @_Hunter_Clarke_ @picklenchrissy @DailyMailAU @MailOnline i play a https://t.co/dJzG3QOunx,neutral
@1BarryBazza But Baz... We are playing 'dinosaur' football and the teenage twitter football managers aren't happy a https://t.co/xCInDx01BD,neutral
"Is he the greatest of all time? 
#Football #BeSoccer #Messi https://t.co/p0UIUOyRJ0",neutral
"Offer not valid across international borders.

I'm sure Bama or Clemson could beat plenty of national American foot https://t.co/3gTMea7nRU",neutral
@90min_Football All of them by the sounds of it.,neutral
"@CR7Brasil @NaninhoSr @Cristiano Yet with all that said.Messi drops deep,becomes a midfielder and them changes into https://t.co/LHWwV8qmFv",neutral
"Smize alert

Change your jeans change your life broxtondenim 

.
.
.
#jeans #denim #athleticfit #mensfashion https://t.co/uAXPRfS0qz",neutral
A costly night in more ways than one  https://t.co/0f3hsejgip,neutral
"@BigJigglyPanda anthony, I think you need to do a different channel in which you talk about football. It would be f https://t.co/7dapMucSMK",neutral
Redskins Reportedly Have Not Consulted Jay Gruden on Offseason Moves - National Football League News - https://t.co/1LCugmHuu6,neutral
"Looking forward to hosting some of the best coaches in the state in less than two weeks! 

Details : https://t.co/NCOLov371d",positive
"@KakManjajay @SyedSaddiq Banning the genre* of the game.

As most game takes realism in despite being fictitious su https://t.co/qL4FZ9Ykh0",neutral
@steelers And Draft Willing Willing Willing Good Football in The 2019 NFL Draft Al Be Watching The 2019 NFL Draft A https://t.co/9gpIJhWgl5,positive
@tikaij2 @MikePri75807268 @dazalin4 @daboot02 @LSUfootball @DemetricDWarren @ChadSimmons_ no lies detected...better https://t.co/FMs7Rk4lWq,neutral
 Amador High Varsity Football team is having its first ever Sutter Creek Firehouse BBQ Dinner and Dance on March https://t.co/ogeArMoIq7,neutral
@CelticFamily67 2/2 and with the exception of the first season the eye bleeding football we played! The same kind o https://t.co/6q1hOXBZnK,negative
"#DidYouKnow the iconic painting, ""The Sugar Shack,"" was created by @DurhamNC native, Ernie Barnes? 

After playing https://t.co/GycB4Xrvwg",neutral
Really the most unpopular opinion I have ever seen. Not even 0.1% football fans know about this. https://t.co/Z0DwczBUKz,neutral
Former Packers and Raiders WR Jordy Nelson Will Visit Seahawks - National Football League News - https://t.co/RBHOKsZb0z,neutral
@RealBabaca_ If Arab money makes a team to win with 10 men down by 2 goals then Arab money is the solution to football.,neutral
@chrs_cubs @DFB_Team_EN American football,neutral
"Fans say they feel misled by OWNAFC amid claims they could ""take charge of a real life football club"". https://t.co/9ZU9hNjzM4",neutral
"Multi games. Varied skill sets needed. 5 games. 3 players.
A Challenge and Develop approach or keep doing the same https://t.co/F2GpsLlwZR",neutral
Away from the model they were following too he just went out and made the intelligent football decision instead of https://t.co/dMdOINHSyx,positive
All football players will be frustrated in 2022 because of the worst World Cup if FIFA does not move it !! https://t.co/5zWE8RPC9F,negative
Football  Liverpool star drops in Premier League form rankings following rare error https://t.co/X4vDyCkwrD  https://t.co/0I4IIflkwI ,neutral
"@Boycey1259 @yorkshireAVFC @TyBracey Do you think they would sign AEG hes been a bit hit and miss, he has the pote https://t.co/zzmwvB9LK5",neutral
Its funny how Penn state Football and Hockey literally just existing is enough to set people off,neutral
@JG4President @badkarmabaroo @RVacchianoSNY Peppers is a solid safety. Above average and progressing. But him and a https://t.co/VzT7h9rBEJ,neutral
"@PrimeJovic @AFTVMedia @Football_LDN @afcstuff Three words 
WATCH US WIN",neutral
@kpereau @ScottAdamsSays Your favorite football teams coach and GOAT QB are both Trump supporters but I guess they get a pass right?,negative
@realDonaldTrump A low IQ person would be you.  I wish I had gone to school with you and played sports against you. https://t.co/72YKCYbEdi,negative
Listen now... Heeeeerrrrrrrrrrre's Johnny Football! https://t.co/jiI4UEg8UA,neutral
"@ChrisC_1888 @Hata_Taibhse @Celt_Bhoy1888 Exactly, although Im sure over 50,000 fans who sat at the Aberdeen game https://t.co/Vij4TqBOP2",neutral
@LePubJames Especially those dudes that have those white girls built like football players.,neutral
#Science #Tech | https://t.co/Y30wtWIeNJ OWNAFC: Football fans call for refunds over club app Fans say they feel mi https://t.co/22gUks52OD,neutral
@policescotland @HumzaYousaf Got An update on your appalling behaviour of your police officers at Dundee Football club yesterday ?,neutral
"VAR? It already needs a fresh coat of paint.... 

https://t.co/DEzbfoK28X",neutral
"Walking football tomorrow at the Pennypit 5 a Sides at 1030.

Come along, no need to book. Lunch and football all FREE.

All adults welcome.",neutral
Rohr Back To Nigeria Ahead Of Super Eagles Matches#Nigeria https://t.co/2xO9QpqLWU,positive
"@jonmikesav8 Doesnt matter what he does, hes brought back attacking football and bringing in more youth, to bring https://t.co/0wAD060DtJ",negative
"""But he has only proven himself in La Liga.""

Lionel Messi can manipulate a football in an artificial gravity contr https://t.co/jYO7EIgKJU",neutral
@MrTomMcDermott I think Neymar (with all of his undeniable talent) will go down in history as a nobody. His name wi https://t.co/dlJcEU3aut,neutral
"Demetrius Knox is still recovering from the season-ending foot injury he suffered vs. Michigan, but he's looking fo https://t.co/yWfYSx8m7f",neutral
"TOTAL FOOTBALL ANALYSIS MAGAZINE #6: MARCH OUT NOW!

119 pages of pure football and coaching analysis // 18 article https://t.co/VPsksIzov0",neutral
Dave Gettleman: 2018 trade offers for Landon Collins weren't worth it - National Football League News - https://t.co/eUBLtRwYf3,neutral
@MainManOle Secens when he takes over chelsea wins europa or comes top 4 and stops united from playing Champions league football and dips.,positive
"+how the English national team changes over the years, and tackling racism infootball+ https://t.co/bsmGmrZHoH https://t.co/ugn677OEQR",neutral
"In preparation for our cup final in 9 days we are looking for an away friendly this week.  We can travel tomorrow, https://t.co/Ynd79KDaSB",neutral
"Tiger long snapper Hayden Welte heading south to play for the U of Louisana Monroe Warhawks, which competes in the https://t.co/wiWQJDLfoU",neutral
@SkyBetChamp @Boro There football is family friendly in the case that its so boring the kids go asleep,negative
Why Man City may force United to change summer plans #mcfc https://t.co/3uQtF5qOen,neutral
"@MikeAttard3 @mmaballer13_ @MapleLeafs @TheNotoriousMMA @NHLBruins @Bmarch63 Oh yeah, because Im sure every coach, https://t.co/Py4mPswxAg",neutral
@msutrash1 College Football Playoff when they chose to move msu from 4 to 3 which ultimately lead to a 38-0 thrashing,neutral
When will Keith Randolph (@Randolph_22) shift his focus from basketball to football? 'I've got to get after it toda https://t.co/L34OWwUH39,neutral
Can we please get over @Benaskren controversial win and stop saying he needs to fight Robbie again. I know this i https://t.co/yiqNuIHU0a,neutral
@NPCoachRalph @bobbybentley Youre having my dream break every year (although Id want to see the broadcast booth a https://t.co/AUDAqJJm1O,positive
@Football__Tweet Mbaope has 45 why you leaving him out?,neutral
College football player from Atlanta who was hospitalized after collapsing during a Tennessee State game last fall https://t.co/T18NFGptHD,neutral
"Fake quote, I've been seeing a lot of BS quotes from big football accs recently. Gotta check up on everything now https://t.co/Qy1L2TfkfW",neutral
"@goal that is nonsense and kill football, Simeone got a fine for that and it was worst than CR7. let the guy play and fine him.",negative
"G. Rowland Carey, a name which will live in infamy. University of North Carolina football records should expunge hi https://t.co/W8uip3i2WH",neutral
Football Camp Registration has been added: https://t.co/TsBiFoM8vu,neutral
@Josshzz @AFTVMedia @Football_LDN @afcstuff KL G u man got hella away games. U cant even beat reanes and bate away,negative
@MoRosement Pele is a fraud tho. Blokes a disgrace to football,negative
@bet365 Numbers are incredible!!! Both are the  of world football!,positive
@bibbiamina @mymy13 Denzels son played football at Morehouse. Then he moved on to acting. Hes on Ballers and stared in Black klansman,neutral
Dynamo Kiev 0-5 Chelsea: Olivier Giroud hits hat-trick as Blues record thumping win  https://t.co/IvoHrlUY9d,neutral
"The latest episode of the Telegraph Audio Football Podcast is out! 
@Matt_Law_DT , @jj_bull, @thomgibbs and I discu https://t.co/YgJRNrQUaO",neutral
"While working for @NCCU_Football. we got back from a road game at like 1 or 2 a.m., had to sleep on a table in the https://t.co/1N7kLnZvzN",neutral
@UEFAEURO Just get it over so we can get back to club football !,neutral
@anserekofi_gh @goal Oh masa abi we Naa we watch football ky33... most of these kiddies no noe nothing lol,negative
"@ogoraobwaya @kipmurkomen You are not a football fan, go where you belong pls",negative
My Football worlds colliding..... How Luke O'Nien's former club @wealdstonefc are helping Sunderland supporters on https://t.co/RkcPuQfjkD,neutral
@Giants Id love the definition of a football decision https://t.co/5B4d5atcGs,positive
"Aguero wins it for Man City with 'offside' goal , Yes just like Brexit we voten out and MPs want to keep us in, F.A https://t.co/q1UPd0KZHf",positive
FA Cup and Premier League: 10 talking points from the weekend https://t.co/BhbiPevO6s https://t.co/CpaQNSwJGt https://t.co/2Db0uSiG9T,neutral
@49ersSportsTalk @eric_crocker Does Gettleman have pictures of John Mara doing something terrible or what?  He has https://t.co/4J5djZCnii,negative
@ChuckBoothSport Why not mate ,negative
"I asked my friend to take a picture of me supporting my boyfriend playing football from afar hehehehe, he's cutee  https://t.co/3riJajCmxv",neutral
https://t.co/zcfVRGFYS9 Check out our latest quiz and see how much you know about Steven Gerrard. ,neutral
"In other news, I never want to hear from proponents of Spanish football about their fans ever again 

Imagine chant https://t.co/hBlIt2Xxii",negative
Dave Gettleman's Comments on Eli Manning and Odell Beckham Jr. Are Mind Boggling - National Football League News - https://t.co/XEN1pioSG1,neutral
@Camslams_17 @UCBarstool We arent big enough for football and Im a Michigan fan in football,neutral
@shanevidal5 @lfraz51 @bryannnttt @dylanreygaddis @albertomtorress @lllexx1 West coast football is irrelevant ,negative
@R_Bagg6 wish I had an opportunity. No football where I grew up.,negative
Lionel Messi has scored 51 career hat-tricks... but which is the best? https://t.co/yuDGgJjfav https://t.co/gnBPdy4vKP,neutral
